subject,theta_centroid,alpha_centroid,theta_peak,alpha_peak,PCI,convergence,theta_frontal,dataset
sub-010296,5.982565185087786,10.600302221100035,5.615234375,10.7421875,0.25675132637483566,0.2165562898452902,5.713982076799073,LEMON
sub-010297,5.561683073842479,10.586497836263442,4.0283203125,10.25390625,-0.6735613898221546,0.1990123113549759,5.463598789058176,LEMON
sub-010298,5.949428748176809,10.066733812271089,6.591796875,9.3994140625,0.8519933743697646,0.24287731524211914,5.541683535770408,LEMON
sub-010299,6.397929537060563,10.788461941791738,6.8359375,11.474609375,0.9000741456944614,0.22776281047884175,6.401786533949209,LEMON
sub-010300,6.218268569243658,9.76122985723897,7.9345703125,9.8876953125,1.2742995330396627,0.2822497675569644,5.662528455454967,LEMON
sub-010301,6.415199575950114,9.780103826529778,7.9345703125,9.765625,1.08985662900707,0.2971852764689314,5.853193692815158,LEMON
sub-010302,5.86188371973826,10.75778298233786,4.39453125,11.474609375,-0.1805142820849122,0.20425256860146773,5.511515154825908,LEMON
sub-010303,5.736890548342903,10.46924400308683,5.0048828125,10.1318359375,-0.10926741943829504,0.21131135059186132,5.453027071866407,LEMON
sub-010304,7.189790053811238,9.622110773190537,7.9345703125,10.1318359375,0.6960844778888796,0.41112999286343654,5.633151434441055,LEMON
sub-010305,6.483914480221854,9.288772872992336,7.9345703125,9.3994140625,0.8493530677190704,0.35652423757915847,5.865822076277989,LEMON
sub-010306,5.796804466359155,9.897862692816704,6.4697265625,9.1552734375,0.7285712213334078,0.2438395030698673,5.48260082304495,LEMON
sub-010307,5.927594302695471,10.7358230584211,4.2724609375,10.8642578125,-0.014731227513806977,0.20797679370167277,5.594666869340919,LEMON
sub-010308,5.90821733228585,10.483193640310477,4.2724609375,8.6669921875,0.23947323571311063,0.21858036690725025,5.367726001127109,LEMON
sub-010309,6.054456534572688,9.669250284332248,7.9345703125,9.6435546875,1.4248122136847556,0.276640956366187,5.344870837466655,LEMON
sub-010310,5.748975525855584,10.394454615661186,4.0283203125,10.6201171875,0.006623247414769185,0.21526305052033862,5.480590884311273,LEMON
sub-010311,5.805449547792855,9.686516312891593,4.0283203125,9.27734375,1.053339318100302,0.2576611175547657,5.329997369939453,LEMON
sub-010314,6.060094169734359,10.753326502764413,7.9345703125,11.5966796875,0.2387236734909936,0.21307276713368634,5.45846161156251,LEMON
sub-010315,5.783381229074424,10.702370186836989,4.0283203125,10.8642578125,-0.2873494812743965,0.2032938086640586,5.352528275870224,LEMON
sub-010316,5.55583202430859,9.97285428510618,4.0283203125,10.009765625,0.09624862829035083,0.2263968667025527,5.23726712540401,LEMON
sub-010317,5.882150369302124,9.805368144654343,4.39453125,9.6435546875,1.0672904128127219,0.2548928092349454,5.242113596856186,LEMON
sub-010318,5.677016875306835,10.801651802774488,4.5166015625,11.1083984375,-0.6676389284213016,0.19513585146135506,5.477032495576171,LEMON
sub-010319,6.24242754277562,9.888137149172492,7.9345703125,10.009765625,1.348129991659637,0.2742950229073018,5.673746656386528,LEMON
